mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
-0.57,"68 km ENE of Pedro Bay, Alaska",1690383887150,1690638332020,,https://earthquake.usgs.gov/earthquakes/eventpage/av91977931,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91977931&format=geojson,,,,,reviewed,0,0,av,91977931,",av91977931,",",av,",",origin,phase-data,",4.0,,0.12,267.0,ml,earthquake,"M -0.6 - 68 km ENE of Pedro Bay, Alaska"
1.5,"28 km NW of Tatitlek, Alaska",1690383865637,1691097602303,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239il7950,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0239il7950&format=geojson,,,,,reviewed,0,35,ak,0239il7950,",ak0239il7950,",",ak,",",origin,phase-data,",,,0.75,,ml,earthquake,"M 1.5 - 28 km NW of Tatitlek, Alaska"
1.7,"63 km N of Petersville, Alaska",1690383799029,1691097601780,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239il70vt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0239il70vt&format=geojson,,,,,reviewed,0,44,ak,0239il70vt,",ak0239il70vt,",",ak,",",origin,phase-data,",,,0.68,,ml,earthquake,"M 1.7 - 63 km N of Petersville, Alaska"
1.3,"42 km NE of Fox River, Alaska",1690383579789,1691108498545,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239ikxmwj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0239ikxmwj&format=geojson,,,,,reviewed,0,26,ak,0239ikxmwj,",ak0239ikxmwj,",",ak,",",origin,phase-data,",,,0.86,,ml,earthquake,"M 1.3 - 42 km NE of Fox River, Alaska"
0.22,"35 km NE of Amboy, Washington",1690383516630,1690393019310,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61944046,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61944046&format=geojson,,,,,reviewed,0,1,uw,61944046,",uw61944046,",",uw,",",origin,phase-data,",3.0,0.03635,0.12,342.0,mh,earthquake,"M 0.2 - 35 km NE of Amboy, Washington"
0.23,"86 km NW of Karluk, Alaska",1690383356540,1691097519668,,https://earthquake.usgs.gov/earthquakes/eventpage/av91977921,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91977921&format=geojson,,,,,reviewed,0,1,av,91977921,",av91977921,ak0239ikwtgj,",",av,ak,",",origin,phase-data,",8.0,,0.04,122.0,ml,earthquake,"M 0.2 - 86 km NW of Karluk, Alaska"
4.9,"94 km SE of Sola, Vanuatu",1690383105699,1690450126040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvnh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kvnh&format=geojson,,,,,reviewed,0,369,us,6000kvnh,",us6000kvnh,",",us,",",origin,phase-data,",27.0,6.993,0.9,112.0,mb,earthquake,"M 4.9 - 94 km SE of Sola, Vanuatu"
1.08,"7 km WNW of Cobb, CA",1690382694090,1690383974124,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73916996,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73916996&format=geojson,,,,,automatic,0,18,nc,73916996,",nc73916996,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.01263,0.02,52.0,md,earthquake,"M 1.1 - 7 km WNW of Cobb, CA"
1.2,"27 km SSW of Alamo, Nevada",1690382413089,1690411422741,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00863311,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00863311&format=geojson,,,,,reviewed,0,22,nn,00863311,",nn00863311,",",nn,",",origin,phase-data,",16.0,0.335,0.1333,132.13,ml,earthquake,"M 1.2 - 27 km SSW of Alamo, Nevada"
0.74,"12 km ENE of Cloverdale, CA",1690382370070,1690383374067,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73916991,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73916991&format=geojson,,,,,automatic,0,8,nc,73916991,",nc73916991,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.00358,0.02,97.0,md,earthquake,"M 0.7 - 12 km ENE of Cloverdale, CA"
1.3,,1690381945150,1691097606134,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239ikrtjn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0239ikrtjn&format=geojson,,,,,reviewed,0,26,ak,0239ikrtjn,",ak0239ikrtjn,",",ak,",",origin,phase-data,",,,0.43,,ml,earthquake,M 1.3 - 
2.3,"20 km S of La Parguera, Puerto Rico",1690381824260,1690383060130,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71419303,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71419303&format=geojson,,,,,reviewed,0,81,pr,71419303,",pr71419303,",",pr,",",origin,phase-data,",5.0,0.1801,0.13,283.0,md,earthquake,"M 2.3 - 20 km S of La Parguera, Puerto Rico"
2.2,"Rat Islands, Aleutian Islands, Alaska",1690381659226,1691108500237,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239ikqs2q,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0239ikqs2q&format=geojson,,,,,reviewed,0,74,ak,0239ikqs2q,",ak0239ikqs2q,",",ak,",",origin,phase-data,",,,0.46,,ml,earthquake,"M 2.2 - Rat Islands, Aleutian Islands, Alaska"
1.4,"50 km W of Anchor Point, Alaska",1690381231914,1691097605914,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239ikp9h3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0239ikp9h3&format=geojson,,,,,reviewed,0,30,ak,0239ikp9h3,",ak0239ikp9h3,",",ak,",",origin,phase-data,",,,0.46,,ml,earthquake,"M 1.4 - 50 km W of Anchor Point, Alaska"
0.42,"6 km NW of The Geysers, CA",1690381198920,1690400955783,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73916976,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73916976&format=geojson,,,,,reviewed,0,3,nc,73916976,",nc73916976,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.01138,0.04,56.0,md,earthquake,"M 0.4 - 6 km NW of The Geysers, CA"
-1.07,"Fox Islands, Aleutian Islands, Alaska",1690381194170,1690409580460,,https://earthquake.usgs.gov/earthquakes/eventpage/av91977906,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91977906&format=geojson,,,,,reviewed,0,0,av,91977906,",av91977906,",",av,",",origin,phase-data,",4.0,,0.32,193.0,ml,earthquake,"M -1.1 - Fox Islands, Aleutian Islands, Alaska"
0.49,"9km WSW of Idyllwild, CA",1690381168580,1690400420017,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39622578,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39622578&format=geojson,,,,,reviewed,0,4,ci,39622578,",ci39622578,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.07535,0.12,87.0,ml,earthquake,"M 0.5 - 9km WSW of Idyllwild, CA"
0.62,"84 km NW of Karluk, Alaska",1690380943100,1691097515444,,https://earthquake.usgs.gov/earthquakes/eventpage/av91977901,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91977901&format=geojson,,,,,reviewed,0,6,av,91977901,",av91977901,ak0239iko7sg,",",av,ak,",",origin,phase-data,",12.0,,0.08,57.0,ml,earthquake,"M 0.6 - 84 km NW of Karluk, Alaska"
0.05,"82 km NNW of Karluk, Alaska",1690380763890,1690652462010,,https://earthquake.usgs.gov/earthquakes/eventpage/av91977891,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91977891&format=geojson,,,,,reviewed,0,0,av,91977891,",av91977891,",",av,",",origin,phase-data,",6.0,,0.27,139.0,ml,earthquake,"M 0.1 - 82 km NNW of Karluk, Alaska"
1.82,"20 km WSW of Gallatin Gateway, Montana",1690380559360,1690381882710,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90022523,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90022523&format=geojson,,,,,reviewed,0,51,mb,90022523,",mb90022523,",",mb,",",origin,phase-data,",28.0,0.1649,0.21,65.0,ml,earthquake,"M 1.8 - 20 km WSW of Gallatin Gateway, Montana"
1.18,"8 km NW of The Geysers, CA",1690380489290,1690392014936,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73916971,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73916971&format=geojson,,,,,automatic,0,21,nc,73916971,",nc73916971,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.009595,0.02,51.0,md,earthquake,"M 1.2 - 8 km NW of The Geysers, CA"
3.6,"109 km SSW of False Pass, Alaska",1690380231795,1691108498282,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvne,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kvne&format=geojson,,,,,reviewed,0,199,us,6000kvne,",ak0239iklnty,us6000kvne,",",ak,us,",",origin,phase-data,",23.0,0.693,0.57,174.0,mb,earthquake,"M 3.6 - 109 km SSW of False Pass, Alaska"
3.0,"161 km W of Nikolski, Alaska",1690380037691,1691108500026,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239ikkzsh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0239ikkzsh&format=geojson,,,,,reviewed,0,138,ak,0239ikkzsh,",ak0239ikkzsh,",",ak,",",origin,phase-data,",,,1.23,,ml,earthquake,"M 3.0 - 161 km W of Nikolski, Alaska"
5.0,,1690379997173,1690381154040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvn9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kvn9&format=geojson,,,,,reviewed,0,385,us,6000kvn9,",us6000kvn9,",",us,",",origin,phase-data,",56.0,6.92,0.76,58.0,mb,earthquake,M 5.0 - 
2.2,"29 km SSW of Alamo, Nevada",1690379993246,1690406563669,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00863309,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00863309&format=geojson,,,,,reviewed,0,74,nn,00863309,",nn00863309,",",nn,",",origin,phase-data,",43.0,0.346,0.1955,81.76,ml,earthquake,"M 2.2 - 29 km SSW of Alamo, Nevada"
1.9,"12 km WSW of Willow, Alaska",1690379782205,1691097600997,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239ikbiru,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0239ikbiru&format=geojson,,,,,reviewed,0,56,ak,0239ikbiru,",ak0239ikbiru,",",ak,",",origin,phase-data,",,,0.62,,ml,earthquake,"M 1.9 - 12 km WSW of Willow, Alaska"
1.4,"50 km ESE of Pedro Bay, Alaska",1690379762350,1691097601299,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239ikbkid,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0239ikbkid&format=geojson,,,,,reviewed,0,30,ak,0239ikbkid,",ak0239ikbkid,",",ak,",",origin,phase-data,",,,0.31,,ml,earthquake,"M 1.4 - 50 km ESE of Pedro Bay, Alaska"
2.1,"48 km W of Nanwalek, Alaska",1690378501411,1691097600681,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239ik6z7g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0239ik6z7g&format=geojson,,,,,reviewed,0,68,ak,0239ik6z7g,",ak0239ik6z7g,",",ak,",",origin,phase-data,",,,0.53,,ml,earthquake,"M 2.1 - 48 km W of Nanwalek, Alaska"
1.4,"44 km SSE of Nelchina, Alaska",1690378442474,1691097600404,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239ik6rkp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0239ik6rkp&format=geojson,,,,,reviewed,0,30,ak,0239ik6rkp,",ak0239ik6rkp,",",ak,",",origin,phase-data,",,,0.69,,ml,earthquake,"M 1.4 - 44 km SSE of Nelchina, Alaska"
1.4,"38 km SW of Noatak, Alaska",1690378381739,1691108498103,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239ik6jxi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0239ik6jxi&format=geojson,,,,,reviewed,0,30,ak,0239ik6jxi,",ak0239ik6jxi,",",ak,",",origin,phase-data,",,,0.85,,ml,earthquake,"M 1.4 - 38 km SW of Noatak, Alaska"
1.7,"63 km SE of King Cove, Alaska",1690378287880,1691108499840,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239ik66ge,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0239ik66ge&format=geojson,,,,,reviewed,0,44,ak,0239ik66ge,",ak0239ik66ge,",",ak,",",origin,phase-data,",,,0.78,,ml,earthquake,"M 1.7 - 63 km SE of King Cove, Alaska"
1.1,"8 km NW of The Geysers, CA",1690377796750,1690390335764,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73916961,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73916961&format=geojson,,,,,automatic,0,19,nc,73916961,",nc73916961,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.008391,0.02,48.0,md,earthquake,"M 1.1 - 8 km NW of The Geysers, CA"
2.02,,1690377524560,1690379431130,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90022518,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90022518&format=geojson,,,,,reviewed,0,63,mb,90022518,",mb90022518,",",mb,",",origin,phase-data,",14.0,0.356,0.2,147.0,ml,earthquake,M 2.0 - 
-0.02,"36 km NNE of Amboy, Washington",1690377413460,1690393390840,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61944036,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61944036&format=geojson,,,,,reviewed,0,0,uw,61944036,",uw61944036,",",uw,",",origin,phase-data,",7.0,0.02422,0.18,121.0,ml,earthquake,"M 0.0 - 36 km NNE of Amboy, Washington"
-0.04,"84 km NW of Karluk, Alaska",1690377327140,1690652321150,,https://earthquake.usgs.gov/earthquakes/eventpage/av91977826,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91977826&format=geojson,,,,,reviewed,0,0,av,91977826,",av91977826,",",av,",",origin,phase-data,",7.0,,0.06,103.0,ml,earthquake,"M 0.0 - 84 km NW of Karluk, Alaska"
0.04,"35 km NNE of Amboy, Washington",1690377305600,1690394300580,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61944031,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61944031&format=geojson,,,,,reviewed,0,0,uw,61944031,",uw61944031,",",uw,",",origin,phase-data,",8.0,0.02412,0.15,165.0,ml,earthquake,"M 0.0 - 35 km NNE of Amboy, Washington"
1.05,"6 km N of Pinnacles, CA",1690377147470,1690438574781,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73916956,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73916956&format=geojson,,,,,reviewed,0,17,nc,73916956,",nc73916956,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.04029,0.14,145.0,md,earthquake,"M 1.1 - 6 km N of Pinnacles, CA"
0.16,"85 km NW of Karluk, Alaska",1690377026300,1691097504974,,https://earthquake.usgs.gov/earthquakes/eventpage/av91977821,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91977821&format=geojson,,,,,reviewed,0,0,av,91977821,",av91977821,ak0239ik1o1n,",",av,ak,",",origin,phase-data,",9.0,,0.08,104.0,ml,earthquake,"M 0.2 - 85 km NW of Karluk, Alaska"
1.5,"3km SE of Wildomar, CA",1690376957940,1690399077370,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39622570,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39622570&format=geojson,,,,,reviewed,0,35,ci,39622570,",ci39622570,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",54.0,0.05725,0.22,52.0,ml,earthquake,"M 1.5 - 3km SE of Wildomar, CA"
1.8,"34 km WSW of Golovin, Alaska",1690376867923,1691108499662,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239ik12pb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0239ik12pb&format=geojson,,,,,reviewed,0,50,ak,0239ik12pb,",ak0239ik12pb,",",ak,",",origin,phase-data,",,,0.66,,ml,earthquake,"M 1.8 - 34 km WSW of Golovin, Alaska"
5.2,"110 km E of Port-Olry, Vanuatu",1690376570693,1690377512040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvmw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kvmw&format=geojson,,,,,reviewed,0,416,us,6000kvmw,",us6000kvmw,",",us,",",origin,phase-data,",48.0,6.724,0.62,57.0,mb,earthquake,"M 5.2 - 110 km E of Port-Olry, Vanuatu"
0.2,"84 km NW of Karluk, Alaska",1690376552850,1690652002140,,https://earthquake.usgs.gov/earthquakes/eventpage/av91977816,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91977816&format=geojson,,,,,reviewed,0,1,av,91977816,",av91977816,",",av,",",origin,phase-data,",10.0,,0.08,92.0,ml,earthquake,"M 0.2 - 84 km NW of Karluk, Alaska"
2.2,"42 km N of Chickaloon, Alaska",1690376024239,1691097599836,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239ijphsv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0239ijphsv&format=geojson,,,,,reviewed,0,74,ak,0239ijphsv,",ak0239ijphsv,",",ak,",",origin,phase-data,",,,0.58,,ml,earthquake,"M 2.2 - 42 km N of Chickaloon, Alaska"
1.4,"62 km WNW of Cantwell, Alaska",1690375753462,1691097599570,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239ijol0a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0239ijol0a&format=geojson,,,,,reviewed,0,30,ak,0239ijol0a,",ak0239ijol0a,",",ak,",",origin,phase-data,",,,0.52,,ml,earthquake,"M 1.4 - 62 km WNW of Cantwell, Alaska"
0.95,"6 km SW of Woodland, Utah",1690375495320,1690378424130,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60546242,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60546242&format=geojson,,,,,reviewed,0,14,uu,60546242,",uu60546242,",",uu,",",origin,phase-data,",11.0,0.1197,0.21,215.0,md,earthquake,"M 1.0 - 6 km SW of Woodland, Utah"
6.4,"96 km ENE of Port-Olry, Vanuatu",1690375475661,1691338170727,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvmq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kvmq&format=geojson,4.0,4.7,6.917,green,reviewed,1,632,us,6000kvmq,",pt23207000,us6000kvmq,usauto6000kvmq,",",pt,us,usauto,",",dyfi,ground-failure,impact-link,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",195.0,6.723,0.69,28.0,mww,earthquake,"M 6.4 - 96 km ENE of Port-Olry, Vanuatu"
4.3,"64 km NW of Ama, Japan",1690375020242,1691337429040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvmp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kvmp&format=geojson,,,,,reviewed,0,284,us,6000kvmp,",us6000kvmp,",",us,",",origin,phase-data,",41.0,2.952,0.72,48.0,mb,earthquake,"M 4.3 - 64 km NW of Ama, Japan"
0.41000000000000003,"10 km WNW of Entiat, Washington",1690374988770,1690394746530,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61944016,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61944016&format=geojson,,,,,reviewed,0,3,uw,61944016,",uw61944016,",",uw,",",origin,phase-data,",5.0,0.08712,0.05,125.0,ml,earthquake,"M 0.4 - 10 km WNW of Entiat, Washington"
-0.7,"62 km ENE of Pedro Bay, Alaska",1690374788480,1690637994880,,https://earthquake.usgs.gov/earthquakes/eventpage/av91977796,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91977796&format=geojson,,,,,reviewed,0,0,av,91977796,",av91977796,",",av,",",origin,phase-data,",5.0,,0.1,109.0,ml,earthquake,"M -0.7 - 62 km ENE of Pedro Bay, Alaska"
1.52,"13 km SE of Waimea, Hawaii",1690374663510,1690415221150,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73497862,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73497862&format=geojson,,,,,reviewed,0,36,hv,73497862,",hv73497862,",",hv,",",origin,phase-data,",19.0,,0.2,176.0,md,earthquake,"M 1.5 - 13 km SE of Waimea, Hawaii"
1.01,"7 km SSE of Tres Pinos, CA",1690374523210,1690399961419,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73916946,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73916946&format=geojson,,,,,reviewed,0,16,nc,73916946,",nc73916946,",",nc,",",nearby-cities,origin,phase-data,",13.0,0.04291,0.09,128.0,md,earthquake,"M 1.0 - 7 km SSE of Tres Pinos, CA"
4.2,"Izu Islands, Japan region",1690374284012,1691337147040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvmn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kvmn&format=geojson,,,,,reviewed,0,271,us,6000kvmn,",us6000kvmn,",",us,",",origin,phase-data,",23.0,1.831,1.16,154.0,mb,earthquake,"M 4.2 - Izu Islands, Japan region"
3.9,off the coast of Oregon,1690374023535,1691337013545,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvmm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kvmm&format=geojson,1.0,2.2,,,reviewed,0,234,us,6000kvmm,",us6000kvmm,",",us,",",dyfi,origin,phase-data,",39.0,3.253,0.73,195.0,mb,earthquake,M 3.9 - off the coast of Oregon
0.03,"40 km ENE of Adak, Alaska",1690373669810,1690646513500,,https://earthquake.usgs.gov/earthquakes/eventpage/av91977786,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91977786&format=geojson,,,,,reviewed,0,0,av,91977786,",av91977786,",",av,",",origin,phase-data,",4.0,,0.16,233.0,ml,earthquake,"M 0.0 - 40 km ENE of Adak, Alaska"
1.8,"8 km WNW of Gerlach, Nevada",1690373547048,1691186177657,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00863982,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00863982&format=geojson,,,,,reviewed,0,50,nn,00863982,",nn00863982,",",nn,",",origin,phase-data,",6.0,0.55,0.1789,268.47,ml,earthquake,"M 1.8 - 8 km WNW of Gerlach, Nevada"
1.82,"6 km ESE of Lake Pillsbury, CA",1690373485550,1690395135248,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73916941,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73916941&format=geojson,,,,,reviewed,0,51,nc,73916941,",nc73916941,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",34.0,0.1794,0.16,78.0,md,earthquake,"M 1.8 - 6 km ESE of Lake Pillsbury, CA"
0.8,"23 km SW of Alamo, Nevada",1690373468094,1690412536402,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00863301,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00863301&format=geojson,,,,,reviewed,0,10,nn,00863301,",nn00863301,",",nn,",",origin,phase-data,",10.0,0.308,0.2574,151.81,ml,earthquake,"M 0.8 - 23 km SW of Alamo, Nevada"
1.19,"0 km NNW of Esperance, Washington",1690373406500,1690396387960,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61943996,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61943996&format=geojson,,,,,reviewed,0,22,uw,61943996,",uw61943996,",",uw,",",origin,phase-data,",19.0,0.1069,0.24,93.0,ml,earthquake,"M 1.2 - 0 km NNW of Esperance, Washington"
-0.1,"41 km WNW of Indian Springs, Nevada",1690373381480,1690386726543,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00863315,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00863315&format=geojson,,,,,reviewed,0,0,nn,00863315,",nn00863315,",",nn,",",origin,phase-data,",10.0,0.021,0.0584,142.53,ml,earthquake,"M -0.1 - 41 km WNW of Indian Springs, Nevada"
1.0,"4 km NNW of Empire, Nevada",1690373326780,1691185249606,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00863979,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00863979&format=geojson,,,,,reviewed,0,15,nn,00863979,",nn00863979,",",nn,",",origin,phase-data,",5.0,0.525,0.0879,315.26,ml,earthquake,"M 1.0 - 4 km NNW of Empire, Nevada"
1.1,"28 km N of Chenega, Alaska",1690373269339,1691097605119,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239ijfnat,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0239ijfnat&format=geojson,,,,,reviewed,0,19,ak,0239ijfnat,",ak0239ijfnat,",",ak,",",origin,phase-data,",,,0.6,,ml,earthquake,"M 1.1 - 28 km N of Chenega, Alaska"
4.3,"eastern New Guinea region, Papua New Guinea",1690373079598,1691336888040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kvmh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kvmh&format=geojson,,,,,reviewed,0,284,us,6000kvmh,",us6000kvmh,",",us,",",origin,phase-data,",25.0,4.16,0.64,139.0,mb,earthquake,"M 4.3 - eastern New Guinea region, Papua New Guinea"
1.11,"8 km NW of The Geysers, CA",1690372796260,1690387093454,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73916936,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73916936&format=geojson,,,,,automatic,0,19,nc,73916936,",nc73916936,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.009514,0.01,52.0,md,earthquake,"M 1.1 - 8 km NW of The Geysers, CA"
0.03,"85 km NW of Karluk, Alaska",1690372729730,1690651823780,,https://earthquake.usgs.gov/earthquakes/eventpage/av91977776,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91977776&format=geojson,,,,,reviewed,0,0,av,91977776,",av91977776,",",av,",",origin,phase-data,",10.0,,0.08,89.0,ml,earthquake,"M 0.0 - 85 km NW of Karluk, Alaska"
1.9,"54 km S of Whites City, New Mexico",1690372530438,1690386223173,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023onhg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023onhg&format=geojson,,,,,reviewed,0,56,tx,2023onhg,",tx2023onhg,",",tx,",",origin,phase-data,",18.0,0.03990373456,0.1,65.0,ml,earthquake,"M 1.9 - 54 km S of Whites City, New Mexico"
1.4,Southern Alaska,1690372517645,1691097604887,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239ij4fmc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0239ij4fmc&format=geojson,,,,,reviewed,0,30,ak,0239ij4fmc,",ak0239ij4fmc,",",ak,",",origin,phase-data,",,,0.64,,ml,earthquake,M 1.4 - Southern Alaska
2.1,"18 km NW of Susitna, Alaska",1690372411398,1691097599225,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0239ij417v,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0239ij417v&format=geojson,,,,,reviewed,0,68,ak,0239ij417v,",ak0239ij417v,",",ak,",",origin,phase-data,",,,0.69,,ml,earthquake,"M 2.1 - 18 km NW of Susitna, Alaska"
